File name,Question,Answer,Distractor 1,Distractor 2,Distractor 3,Author
213,What is the girl's favorite Disney show?,Frozen,Stuck in the Middle,Descendants,Mickey Mouse,Aura
213,What kind of lessons is the little girl taking?,swimming,piano,soccer,baseball,Aura
213,Where does the girls say they go?,under the water,under the couch,under the bed,under the bridge,Aura
213,What Frozen characters does the little girl like?,Olaf and Anna,Annabella,Esmeralda,Mickey Mouse,Aura
213,Who knows what the sound of skunks are like?,the little kid,the woman,the man,the dog,Penghao
213,How many people are in this video?,2,1,3,4 ,Penghao
213,What kind of animals are printed in the woman's top?,cat,dog,lion,fish,Penghao
213,How many kids are in this video?,1,3,4,2,Penghao
214,What color are the little girl's eyes?,black,blue,green,hazelnut,Aura
214,What is in the painting on the wall?,2 Bs,1 B,2 As,2Ds,Aura
214,What sport are they acting out?,swimming,running,baseball,soccer,Aura
214,How does the girl float?,on her back,on her tummy,on her side,on her chest,Aura
214,Where do the arms go when they float?,out,to the side,to the left,to the right,Aura
214,What is on the woman's shirt?,cat,dog, apple,tiger,Penghao
214,How many people are there?,2,3,4,1,Penghao
215,How many favorite siblings does the girl have?,2,1,3,4,Aura
215,What color is the couch?,beige,green,violet,brown,Aura
215,What is the little girl wearing?,overall shorts,dress,swimsuit,sweater,Aura
215,What color is the little girl's hair?,black,blue,blonde,red,Aura
215,What is the woman wearing?,t-shirt,gown,vest,coat,Aura
215,How many siblings did the kid say she has in the beginning?,1,2,3,4,Penghao
215,How many siblings does the kid actually have?,6,1,2,3,Penghao
215,Who is the kid's favorite sibling?,Daxton and the girl next to her,Jack,Elsa,Mark,Penghao
215,What is on the woman's shirt?,cat,dog, apple,tiger,Penghao
215,How many people are there?,2,3,4,1,Penghao
216,Where are they sitting?,on the couch,in the balcony,on the floor,at the table,Aura
216,What pet does the girl have?,a dog,a frog,a cat,a mouse,Aura
216,How is the girl's pet?,tiny,huge,brown,scary,Aura
216,What color is the woman's hair tie?,black,green,yellow,white,Aura
216,Where does the girl stand up?,on the couch,on the floor,on the bed,on the pillow,Aura
216,Does the girl like the woman?,yes,no,,,Penghao
216,How many people are there?,2,3,4,1,Penghao
216,How many women are there?,1,2,3,4,Penghao
216,What kind of animals are printed in the woman's top?,cat,dog,lion,fish,Penghao
216,What is Braidy?,dog, apple,tiger,monster,Penghao
217,What does the woman ask the girl to do for her first?,to dance,to eat,to run,to sing,Aura
217,Where does the girl say she stands first?,on the floor,on the couch,on the bed,in the doorway,Aura
217,What color are the woman's fingernails?,turquoise,red,golden,white,Aura
217,What is Haisley's favorite food?,mac and cheese,grapes,grated cheese,apples,Aura
217,Who reads Haisley a story?,mom,dad,grandma,cousin,Aura
217,Does the woman like mac and cheese?,yes,no,,,Penghao
217,What does Paisy do when she goes to bed?,get in her pajamas and read a story,sleep,read a story,play around,Penghao
217,Who reads Paisy a story?,mom,dad,herself,no one,Penghao
217,How many people are there?,2,3,4,1,Penghao
218,How many girls are wearing earrings?,1,2,3,5,Aura
218,What color is the girl's hair tie?,red,silver,black ,yellow,Aura
218,What color is the woman's bracelet?,black,red,green,yellow,Aura
218,What part of the body the woman asks first if it's ticklish?,feet,knees,neck,palms,Aura
218,What part of the body the woman asks last if it's ticklish?,armpits,neck,legs,knees,Aura
218,How did the kid answer at the first time?,no,yes,she just doesn't know,they didn't show us the answer,Penghao
219,What is on the woman's T-shirt?,a cat,a dog,a brownie,a candle,Aura
219,What color is the wall?,green,yellow,white,red,Aura
219,Where is the Haisley in the beginning?,behind the woman,under the bed,in the doorway,on the floor,Aura
219,How many people are on the couch?,2,1,5,0,Aura
219,Who is the woman looking for?,Haisley,the watch,the phone,the remote,Aura
219,Where is Paisy?,behind the woman,don't know,out of the room,under the couch,Penghao
219,How many people are there?,2,3,4,1,Penghao
219,How many women are there?,1,2,3,4,Penghao
219,What kind of animals are printed in the woman's top?,cat,dog,lion,fish,Penghao
220,What twist is the girl going to do?,the paisley twist,the simple twist,the tiny twist,the small twist,Aura
220,What kind of style is the girl going to do?,the tiny style,the royal style,the weird style,the classic style,Aura
220,Which 1 is this style?,the first one,the second one,the fifth one,the third one,Aura
220,What is the girl going to do first? ,brush the hair,cut the hair,wash the hair,dye the hair,Aura
220,What color is the back of the hair brush?,red,golden,green,yellow,Aura
220,Who is the model for the tiny style?,the woman,the kid,the boy,the dog,Penghao
220,How many people are there?,2,3,4,1,Penghao
220,How many kids are there?,1,3,4,2,Penghao
220,"If the audiences think the kid did a great job, what should they do?",give the video a big thumbs up ,buy them flowers,make them a cake,give them money,Penghao
221,What does the girl say they are starting?,twist,paisley bun,braid,hair wash,Aura
221,What does the girl have on her wrist?,an elastic,a tattoo,a bracelet,a watch,Aura
221,What color is the elastic on the girl's wrist?,black,blue,silver,yellow,Aura
221,How does the girl say you start the twist?,take 2 parts,take 3 parts,take 4  parts,take 5 parts,Aura
221,Who does the woamn say doesn't do a good job with rubber bands?,dad,grandma,cousin,brother,Aura
221,How many people are there?,2,3,4,1,Penghao
221,How many women are there?,1,2,3,4,Penghao
221,How many girls are there?,1,2,3,4,Penghao
221,What color is the woman's top?,red,blue,pink,white,Penghao
221,What color is the girl's top?,blue,red,pink,yellow,Penghao
222,Which spin does the girl say she is doing?,final spin,first spin,second spin,third spin,Aura
222,Which comb is the woman saying the girl is using?,the teasing comb,wide tooth comb,styling comb,small comb,Aura
222,How does the girl say the buns have to be?,perfect,round,smooth,small,Aura
222,What is the girl putting on her wrist?,elastic bun,bracelet,watch,fitbit,Aura
222,What does the girl say they are doing next?,the bun,the braid,the hair cut,the hair wash,Aura
222,Who is the model for the hair style?,the woman,the kid,the boy,the dog,Penghao
222,How many people are there?,2,3,4,1,Penghao
222,What's the color of the woman's top?,red,white,pink,purple,Penghao
222,What's the comment does the woman gave to the paisley twist?,so pretty,so ugly,she doesn't like it,she is not sure about this style,Penghao
222,How many kids are there?,1,3,4,2,Penghao
223,What color does the girls say the elastic is?,brown,black,red,green,Aura
223,What does the girl say is next on the hair style?,the bun,the braid,the bob,the ponny tail,Aura
223,What does the woman say is first step?,brush the hair,wash the hair,cut the hair,dye the hair,Aura
223,What kind of bun does the girl say she will do?,a ponny tail bun,a small bun,a huge bun,a strong bun,Aura
223,How many flower vases are in the back?,3,2,1,5,Aura
223,What are they doing?,a hair style,cooking,dancing,reading,Penghao
223,How many kids are there?,1,3,4,2,Penghao
223,How many people are there?,2,3,4,1,Penghao
223,How many boys are there?,0,1,2,4,Penghao
223,Who is the model for the hair style?,the woman,the kid,the boy,the dog,Penghao
224,What does the girls say is the third one?,the braid,the ponny tail,the bob,the wig,Aura
224,What color is the back of the hair brush?,orange,red,silver,green,Aura
224,What does the girls say she loves doing?,braids,eating,running,reading,Aura
224,What color are the woman's earrings?,silver,blue,red,green,Aura
224,How many braids does the girl say she will do?,2,1,3,5,Aura
224,What is the girl going to do?,Paisley Braid,Twisting,Singing,Dancing,Penghao
224,How many kids are there?,1,3,4,2,Penghao
224,How many people are there?,2,3,4,1,Penghao
224,What color is the woman's top?,red,blue,pink,white,Penghao
224,What color is the girl's top?,blue,red,pink,yellow,Penghao
225,What color does the girl say the woman's hair is?,blond,brown,silver,gray,Aura
225,Where are the flowers?,in a vase,in the woman's hand,on the plate,in the yard,Aura
225,What color are the girls pants?,blue,yellow,brown,red,Aura
225,What color are the woman's eyes?,blue,brown,black ,violet,Aura
225,What color is the woman's necklace?,black,blue,violet,yellow,Aura
225,What are they doing?,a hair style,cooking,dancing,reading,Penghao
225,How many kids are there?,1,3,4,2,Penghao
225,How many people are there?,2,3,4,1,Penghao
225,How many boys are there?,0,1,2,4,Penghao
225,Who is the model for the hair style?,the woman,the kid,the boy,the dog,Penghao
226,What does the little girl say she is going to to in the beginning?,spray,run,chat,cry,Aura
226,What color are the hair bows?,white,blue,red,green,Aura
226,What color are the hair ties?,black,silver,golden,red,Aura
226,When does the woman tell the girl to make sure she brushes the hair?,after she finishes braiding it,before she finishes braiding it,before she showers,after school,Aura
226,What color is the back of the hair brush?,red,silver,green,blue,Aura
226,What are they doing?,a hair style,cooking,dancing,reading,Penghao
226,How many kids are there?,1,3,4,2,Penghao
226,How many people are there?,2,3,4,1,Penghao
226,How many boys are there?,0,1,2,4,Penghao
226,Who is the model for the hair style?,the woman,the kid,the boy,the dog,Penghao
227,What color is the woman's top?,red,blue,green,yellow,Aura
227,How many rings does the woman have?,2,0,1,5,Aura
227,How many little girls are in the room?,1,2,5,4,Aura
227,Whats is little girl's favorite thing to do?,all,the braid,the bun,the twist,Aura
227,What does the woman want to have from the woman?,her dimple,her chair,her cat,her hair,Aura
227,What comment does the woman give to the kid?,good job,she doesn't like it,she is not sure about this,it's so bad,Penghao
227,How many kids are there?,1,3,4,2,Penghao
227,How many people are there?,2,3,4,1,Penghao
227,How many boys are there?,0,1,2,4,Penghao
227,What are they doing?,a hair style,cooking,dancing,reading,Penghao
228,Where is the flower vase?,on the fireplace,on the floor,in the window,next to the door,Aura
228,How many paintings are on the wall?,1,2,5,6,Aura
228,What does the smallest girl has in her mouth?,a pacifier,a pen,an apple,a toy,Aura
228,How many soccer balls does the ornament have?,3,2,1,5,Aura
228,What does the mother says in the end to the smallest girl?,to put it on,to take it down,to throw it away,to run away,Aura
228,How many Christmas trees are there?,1,2,3,0,Penghao
228,What are they doing?,decorating the tree,singing,dancing,playing around,Penghao
228,How many girls are there?,3,4,2,1,Penghao
228,How many women are there?,1,2,3,4,Penghao
228,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
229,What color is the man's t-shirt?,red,black,green,yellow,Aura
229,Who is holding the little child?,a man,a old lady,a woman,a lttle girl,Aura
229,What colors are the man's pants?,black and white,red,green,golden,Aura
229,What ornament is the man hanging up? ,a dog,a gorilla,a snowman,a star,Aura
229,Where does the little girl ask the woman to put the ornament at the end?,up,down,left,right,Aura
229,Whay are they doing?,decorating the tree,cooking,dancing,studying,Penghao
229,Where are they?,home,playground,parking lot,palace,Penghao
229,How many kids are in this video?,2,1,3,4,Penghao
229,How many people are in this video?,4,1,2,3,Penghao
230,What ornament did the little girl take off?,white bear,dolly,star,bell,Aura
230,Where does the girl ask the women to put the ornament?,high,low,to the left,to the right,Aura
230,What color is the woman's top?,pink,black,green,white,Aura
230,Where is the Christmas tree?,next to the window,next to the couch,on the table,by the door,Aura
230,What colors are the curtains,red and white,red and green,white and yellow,black,Aura
230,How many christmas trees are there?,1,2,3,0,Penghao
230,What are they doing?,decorating the tree,cooking,dancing,studying,Penghao
230,How many girls are there?,3,4,2,1,Penghao
230,How many women are there?,1,2,3,4,Penghao
230,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
231,What is the first thing the girl is showing the camera?,a gorilla,a doll,a spider ,a book,Aura
231,What do the kids do?,decorate the tree,eat,run,cry,Aura
231,What color is the top of the smaller girl?,pink,purple,green,white,Aura
231,How many kids are decorating the tree in total?,3,2,1,5,Aura
231,What does the woman voice tells the kids to say to the camera?,Merry Christmas,Happy Easter,Happy Birthday,Cheers,Aura
231,How many christmas trees are there?,1,2,3,0,Penghao
231,How many girls are there?,3,4,2,1,Penghao
231,What is Lydia doing?,trying to take them off,singing,dancing,playing,Penghao
231,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
232,What is the first exercise the man says to do?,push-ups,leg curls,bridge,plank,Aura
232,What is the first exercise the man says to do?,twenty push-ups,10 push-ups,10 planks,11 push-ups,Aura
232,Where does the man leave the remote control?,on the couch,on the floor,on the table,in the box,Aura
232,Where is the flower pot?,on the table,on the couch,on the floor,on the TV,Aura
232,How many jumping jacks the man says to do?,twenty,10,twenty 5,thirty,Aura
232,What does the man want to show to the audiences?,how does he work out at home,how does he cooking at home,how does he dancing at home,how to keep a puppy happy all the time,Penghao
232,How many people are in this video?,2,1,3,4,Penghao
232,What's the color of the sofa?,grey,pink,purple,white,Penghao
232,How many TVs are in this house?,1,2,3,4,Penghao
232,What's the color of the wall?,white,pink,yellow,purple,Penghao
233,How many seconds is the first exercise?,twenty,10,twenty 5,5,Aura
233,What color are the pants of the men with black t-shirt?,black,green,beige,olive,Aura
233,How many more push-up does the man say they got?,10,twenty,thirty,5,Aura
233,Where is the TV?,on the wall,on the stand,on the table,on the floor,Aura
233,How many leg raises the man says to do?,twenty,5,10,15,Aura
233,How many men are there?,2,1,3,4,Penghao
233,What are they doing?,exercising,running,playing video games,playing chess,Penghao
233,Where is the TV?,on a wall,on the sofa,on the table,on the door,Penghao
233,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
233,What color is the wall?,white,blue,pink,yellow,Penghao
234,How many people are in the room?,2,5,1,8,Aura
234,How many cushions are on the couch?,2,3,5,6,Aura
234,What color is the t-shirt of the men with dark hair?,green,brown,purple,pink,Aura
234,What color is the t-shirt of the men with black pants?,black,beige,navy,green,Aura
234,Where do the men sito at the end?,on the couch,on the floor,on the chair,on the bed,Aura
234,What are they doing?,working out,dancing,studying,watching tv,Penghao
234,Where is the TV?,On a wall,On the sofa,On the table,On the door,Penghao
234,How many people are in this video?,2,1,3,4,Penghao
234,What's the color of the wall?,white,pink,yellow,purple,Penghao
234,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
235,What does the girl have to do to the puzzle piece to fit into place?,turn it,toss it,sqeeze it,tear it,Aura
235,What is the first thing the woman is saying the girls to do?,take all the pieces out,throw away all the pieces,draw all the pieces,buy all the pieces,Aura
235,What does the girl have on her arm?,a brace,a bracelet,a tattoo,a scar,Aura
235,How many children are in the video?,2,0,3,4,Aura
235,How many rings does the woman have?,1,3,6,0,Aura
236,What is the girl with yellow top doing?,a puzzle,plays with legoes,plays with cars,reads,Aura
236,How many tables  are?,2,0,1,3,Aura
236,How many women are in the room?,2,3,6,1,Aura
236,What piece of puzzle is the girl holding?,firewoman,fireman,firetruck,house,Aura
236,What animal toy is the girl in the back holding?,cat,dog,mouse,snake,Aura
237,What toold does the child use to fill in the tube?,spoon,fork,wire,spatula,Aura
237,How many tables with children are?,2,6,1,3,Aura
237,What liquid would the child like?,water,syrup,medicine,alcohol,Aura
237,What is next to the tables?,a sink,a pomp,a fridge,an oven,Aura
237,What color is the water recipient?,white and red,white and blue,red and orange,red,Aura
238,What do the children use to put liquid in test tubes?,syringe,spoon,bottle,tube,Aura
238,Where are the children?,at the table,on the floor,on the terrace,on the bed,Aura
238,What color of glitter children want?,silver and gold,green,yellow,red,Aura
238,What do the children wear?,t-shirts,Chritmas sweaters,doctor costumes,gowns,Aura
238,What color water the child requests?,green,red,yellow,golden,Aura
239,How many children are at the table?,4,6,1,2,Aura
239,What do the children use to take liquid from the containers?,syringe,tube,bag,spoon,Aura
239,What do the women bring at the table in the beginning?,gold and silver,salt and pepper,cocoa,chocolate,Aura
239,How many tubes does each child have?,4,1,2,5,Aura
239,Where does the woman put the silver on the table?,in the middle,on the right,on the left,on the corner,Aura
240,What does the girl use to check the temperature?,a thermometer,syringe,knife,niddle,Aura
240,What do they need to check on first?,the temperature,the w8,the h8,the throat,Aura
240,What do they use to see how tall the doll is?,a tape measure,a thermometer,syringe,a ruler,Aura
240,What does the girl give to the doll?,medicine,cream,water,soup,Aura
240,What color is the tape measure?,white,blue,yellow,magenta,Aura
241,What kind of animal are they talking about?,a dog,a bird,a cat,a rabbit,Aura
241,Who is the girl giving medicine to?,the baby doll,the dog,the little girl,the woman,Aura
241,What does the girl use to give medicine to the baby doll?,syringe,tube,bag,spoon,Aura
241,What flavors the medicine have?,bubblegum and chocolate,bubblegum and mint,strawberry,melon,Aura
241,What is in the bottle?,cheese,bubblegum ,chocolate,coffee,Aura
242,Who does the girl inject?,the baby doll,the grandma,the cousin,the mother,Aura
242,What is the first question the woman asks?,are you putting cream on it?,are you putting chocolate on it?,are you putting syrup on it?,are you putting medicine on it?,Aura
242,What animal is the girl petting?,a dog,a cat,a mouse,a rabbit,Aura
242,What color is the animal toy?,beige,yellow,magenta,red,Aura
242,What color is the girl's scarf?,burgundy,beige,yellow,blue,Aura
243,What color is the girl's box?,white,yellow,orange,red,Aura
243,What costumes are the children wearing?,doctors,witches,wizards,clowns,Aura
243,What did the girl take from the box?,syringe,knife,bag,ball,Aura
243,What color are the costumes the children are wearing?,white and teal,white and navy,teal,blue,Aura
243,What is the shape of the object on the child's head?,round,oval,diamond,square,Aura
244,What color is the woman's top?,pink,red,blue,orange,Aura
244,Where are they?,in a classroom,in a kitchen,in a pool,at the playground,Aura
244,What is the first question the woman asks?,is it cold?,is it windy?,is it warm?,is it icy?,Aura
244,What color is the plastic hand's handle?,green,golden,blue,silver,Aura
244,What is the first number the girl is pointing to?,0,10,2,11,Aura
245,What is the pattern according to the woman before the child changed it?,"bee, bee, spider, bee, bee","bee, spider, spider, bee, bee","spider, bee, spider, bee, bee","bee, bee, spider, spider",Aura
245,How many spiders does the boy add?,1,4,0,5,Aura
245,What does the pattern contain?,bees and spiders,bees and flies, spiders and cats,bees and cars,Aura
245,What does the pattern should have at the end to be correct?,2 spiders,2 bees,thtree spiders,1 spider,Aura
245,What insect is on the first card in the row?,a bee,a fly,a beetle,a butterfly,Aura
245,How many people are there?,3,2,4,1,Penghao
245,How many boys are there?,1,2,3,4,Penghao
245,How many women are there?,1,2,3,4,Penghao
245,What are they doing?,playing cards,singing,dancing,playing video games,Penghao
245,How many TVs are in this house?,1,2,3,4,Penghao
246,How many cushions are on the wooden bench?,2,3,10,5,Aura
246,How many cards is the woman asking the child to chose?,2 or 3,5,2 or 5,3,Aura
246,What color is the square card?,green,orange,blue,red,Aura
246,How many spiders are in the row in the beginning?,4,2,10,7,Aura
246,How many bees are in the row in the beginning?,4,2,10,7,Aura
246,How many people are in this video?,3,1,4,2,Penghao
246,How many kids are in this video?,1,2,3,4,Penghao
246,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
246,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
246,How many TVs are in the room?,1,2,3,4,Penghao
247,"When asked, what color does the boy say that the triangle is?",orange,orange and white,blue,red,Aura
247,"When asked, what color does the boy say that the cercle is?",purple,orange,red,brown,Aura
247,How many squares does the pattern have?,2,3,1,5,Aura
247,What shape does the boy tells the woman to put after the second square?,rectangle,cercle,square,cylinder,Aura
247,Where are they arranging the cards?,on the couch,on the floor,on the stand,on the chair,Aura
247,How many people are there?,3,2,4,1,Penghao
247,How many boys are there?,1,2,3,4,Penghao
247,How many women are there?,1,2,3,4,Penghao
247,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
247,How many TVs are in this house?,1,2,3,4,Penghao
248,What is next to the couch?,a table,a booster chair,a dog,an oven,Aura
248,Who arranges the triangle cards on the couch?,the woman,the boy,the old men,the baby,Aura
248,What color is the woman's bracelet?,black,white ,green,blue,Aura
248,To whom is the woman talking?,to the boy,to the dog,to the cat,to the old woman,Aura
248,How are they arranging the cards?,in a line,in a square,in a cercle,on top of each other,Aura
248,How many people are in this video?,3,1,4,2,Penghao
248,How many kids are in this video?,1,2,3,4,Penghao
248,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
248,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
248,How many TVs are in the room?,1,2,3,4,Penghao
249,What color is the triangle on the card?,blue,yellow,white,green,Aura
249,What shapes are on the cards?,"triangle, cercle, square","triangle, cercle, cylinder","triangle, cercle","cylinder, square",Aura
249,What cards does the boy says he wants first?,the tree,the bug,the fly,the triangle,Aura
249,Where is the TV?,on the stand,on the chair,on the floor,at the window,Aura
249,What color are the pillows?,red and white,red and black,white and yellow,red,Aura
249,How many people are in this video?,3,1,4,2,Penghao
249,How many kids are in this video?,1,2,3,4,Penghao
249,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
249,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
249,How many TVs are in the room?,1,2,3,4,Penghao
250,What color are the boy's shorts?,red,black,blue,yellow,Aura
250,What does the boy has on his finger?,a band-aid,a ring,a spot,a bug,Aura
250,What color is the couch?,brown,orange,ivory,red,Aura
250,What does the woman say that is on the cards?,a tree and a butterfly,a siren,a tree and a fly,a tree and a car,Aura
250,What card does the kid put down after the first butterfly card?,a tree card,a car card,a spider card,a motorcycle card,Aura
250,How many tree cards?,4,1,2,3,Penghao
250,How many butterfly cards?,4,1,2,3,Penghao
250,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
250,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
250,How many TVs are in the room?,1,2,3,4,Penghao
251,What color is the pen?,orange and white,silver,black ,blue,Aura
251,Where is the smartphone?,on the couch,under the bed,on the table,under the chair,Aura
251,What are they playing?,cards,chess,baseball,dame,Aura
251,How many more does the boy want to do?,1,5,10,6,Aura
251,How many people are in the room?,3,1,2,3,Aura
251,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
251,What's the color of the wall?,white,pink,yellow,rainbow,Penghao
251,What are they doing?,playing a game,dancing,eating,sleeping,Penghao
251,How many TVs are in the room?,1,2,3,4,Penghao
251,How many kids are in this video?,1,2,3,4,Penghao
252,What number is the boy doing?,9,2,5,8,Aura
252,What is the first question women is asking the boy?,Do you want to play this one?,Where is your car?,Do you want to sleep?,How is the weather?,Aura
252,Who has long hair?,the woman,the boy,the old man,the dog,Aura
252,How many boys are there?,1,2,3,4,Penghao
252,How many TVs are there?,1,2,3,4,Penghao
252,How many girls are there?,2,3,4,1,Penghao
252,Where are they?,at home,at a park,in a restaurant,in a cinema,Penghao
252,What number are they showing with fingers?,9,8,1,2,Penghao
253,What is the girl doing?,hiding an object,throwing away an object,tearing apart an object,drinking coffee,Aura
253,What color are the chairs?,red,green,orange,black,Aura
253,How many laptop computers are on the table? ,1,0,3,2,Aura
253,How many people are at the table?,2,3,5,1,Aura
253,How many upside down cups are on the table? ,3,5,0,1,Aura
253,Where are they?,restaurant,home,cinema,parking lot,Penghao
253,What are they doing?,playing a game,dancing,cooking,sleeping,Penghao
253,How many people are there?,2,3,4,1,Penghao
253,How many girls are there?,1,3,4,1,Penghao
253,Where is the laytop?,on the table,on the chair,on the ground,inside the backpack,Penghao
254,What color is the object they use to hide?,black,navy ,blue,yellow,Aura
254,What is the first object the girls hides?,the hyppo,the lion,the lego man,the cup,Aura
254,How many objects could be hidden?,5,2,3,10,Aura
254,What is covering the objects?,cloth,paper,plastic,dust,Aura
254,What color is the lego man?,orange,red,blue,green,Aura
254,How many people are there?,2,3,4,1,Penghao
254,How many computers are there?,1,2,3,4,Penghao
254,What are they doing?,a magic trick,playing video games,singing,dancing,Penghao
254,What does the woman choose at first?,the hippo,the man,the building toy,the key,Penghao
254,Did the man succeed at first?,no,yes,,,Penghao
255,How many kids are playing?,4,2,3,5,Aura
255,How many girls are playing?,3,4,2,0,Aura
255,What color is the boy's funnel?,blue,orange,red,white,Aura
255,What are the children doing?,pour beads,play lego,mold clay,sing,Aura
255,What color are the chairs?,blue,orange,red,black,Aura
256,How many kids are at the table?,4,2,0,5,Aura
256,What color is the boy's hair?,dark brown,blond,green,blue,Aura
256,What color is the container of beads?,red,black,orange,golden,Aura
256,What color is the boy's top?,red and black,red and blue,black and white,brown,Aura
256,What color are the girl's bracelets?,white and pink,white and orange,pink and yellow,white,Aura
257,How many kids are at the table in the beginning?,4,3,0,2,Aura
257,How many kids are at the table in the end?,3,4,2,5,Aura
257,How many boys are in the video?,1,3,0,2,Aura
257,How many girls are in the video?,3,1,4,2,Aura
257,What do the children do once the containers if full of beads?,pour it,throw it away,leave it on the table,run,Aura
258,How many times you get to blow bubbles?,3,1,2,4,Aura
258,How many people are in the video?,3,5,1,2,Aura
258,Who is the girl in relation to the woman?,daughter,aunt,cousin,sister,Aura
258,What is the first rule to have a turn?,wait,listen,talk,play,Aura
258,What color is the woman's top?,magenta,orange,red,white,Aura
259,What color is the bubble recipient?,magenta,blue,green,white,Aura
259,Who sets the rules?,woman,girl,boy,aunt,Aura
259,What color is the woman's hair?,blonde,auburn,black,brown,Aura
259,What is supposed to day who gets the bubbles?,thank you,I don't want it,I want it,take it,Aura
259,What color are the woman's pants?,black,blue,yellow,red,Aura
260,What color is the liquid in the bottle?,blue,green,white,orange,Aura
260,What color is the woman's top?,blue,red,black,orange,Aura
260,How many empty containers are in front of the girl?,3,0,10,1,Aura
260,In how many containers does the woman pour liquid?,2,3,0,5,Aura
260,Where are they?,classroom,hallway,cinema,kitchen,Aura
260,What's the name of the kid?,Chelsea,Jane,SIa,Sussan,Penghao
260,How old is Chelsea?,3,2,7,8,Penghao
260,How many different colors do the tables have?,2,1,6,7,Penghao
261,What color is the girl's table?,blue,white,orange,brown,Aura
261,What is the woman taking out of the containers?,playdough,balls,beads,crayons,Aura
261,What color are the playdough containers?,yellow,blue,white,violet,Aura
261,What color are the playdough balls?,pink and purple,pink and white,green and purple,red,Aura
261,Which playdough ball is bigger?,none,pink ,purple,green,Aura
261,What color is the girl's top?,purple,pink,yellow,green,Penghao
261,What color is the woman's top?,blue,green,yellow,white,Penghao
261,Is the girl correct?,yes,no,,,Penghao
261,"Which one is bigger, the purple one or the pink one?",they are the same,the purple one,the pink one,the green one,Penghao
261,How many women are there?,1,2,3,4,Penghao
262,How many pencils are on the table?,2,3,4,0,Aura
262,What color are the pencils?,yellow,magenta,orange,red,Aura
262,What is the woman asking first?,Is this pencil bigger?,Is this pencil smaller?,Is this pencil yellow?,How many pencils are on the table?,Aura
262,What is the woman putting on the tables after she takes the pencils away?,crackers,playdough,cupcakes,apples,Aura
262,How many crakers did the woman put in front of the girl first?,1,3,4,6,Aura
262,What are they doing?,testing,dancing,cooking,sleeping,Penghao
262,How many women are there?,1,2,3,4,Penghao
262,What color is the girl's top?,purple,pink,yellow,green,Penghao
262,What color is the woman's top?,blue,green,yellow,white,Penghao
262,What's the name of the kid?,Chelsea,Jane,SIa,Sussan,Penghao
263,How many candies are in the first row?,7,3,9,5,Aura
263,What color is the woman's top?,green,magenta,blue,white,Aura
263,What color is the girl's necklace?,silver,teal,pink and yellow,orange,Aura
263,What is the woman putting on the table?,candies,cookies,apples,crackers,Aura
263,How old is the little girl?,3,2,4,7,Aura
263,What is the girl's name?,Emily,Peter,Pat,Lucy,Penghao
263,How many people are there?,2,3,4,5,Penghao
263,What are they doing?,playing a game,dancing,singing,having a meal,Penghao
264,What is up on the walls?,photos,maps,paintings,butterflies,Aura
264,How many candy wrappers are on the table?,2,3,4,6,Aura
264,How many candies does the girl have to have?,7,9,5,10,Aura
264,What color is the table?,yellow,brown,green,golden,Aura
264,What color is the girl's top?,white,green,magenta,yellow,Aura
264,How many people are there?,2,3,4,5,Penghao
264,How many pills does the woman have?,7,6,8,2,Penghao
264,How many pills should the kid put below?,"the same number with the woman's, 7",6,8,2,Penghao
264,What color is the woman's top?,green,pink,light pink,white,Penghao
265,How many rows of candies are on the table?,2,4,6,7,Aura
265,How many people are in the video?,2,3,4,0,Aura
265,What color are the dots on the girl's top?,silver,violet,green,black,Aura
265,How many candies are in the second row?,8,7,5,11,Aura
265,How many candies does the girl count on the first row?,7,5,9,7,Aura
265,What color is the woman's top?,green,white,blue,yellow,Penghao
265,What color is the table?,yellow,pink,white,black,Penghao
265,How many pills is the girl supposed to put on the table?,7,8,4,1,Penghao
265,What color is the girl's top?,white,blue,green,pink,Penghao
266,What kind of cards does the woman have?,Sophia cards,Olaf cards,red cards,queen cards,Aura
266,What is the girl going to tell the woman?,what the cards are,where the cards are,who owns the cards,what to wish for,Aura
266,What did the child day that a living thing does?,moves,smiles,runs,sleeps,Aura
266,What color is the rabbit card?,yellow,white,green,magenta,Aura
266,What kind of thing are in the 2 separate stacks of cards?,living and non-living,red and orange,moving and walking,real and unreal,Aura
266,How many people are there?,2,3,4,5,Penghao
266,What color is the woman's top?,green,white,blue,yellow,Penghao
266,What color is the table?,yellow,pink,white,black,Penghao
266,What are they doing?,playing a game,dancing,singing,having a meal,Penghao
